employee_id,first_name,department,job_role,gender,age,city,experience_years,salary,performance_score,attendance_percentage,projects_completed,work_mode,education,joining_year,manager_id,bonus,satisfaction_score
E1093,Reshma,Sales,Sales Executive,Female,50,Mumbai,11,80072,57,83.7,2,Remote,MSc,2016,M106,22695,6
E1094,Rohan,Marketing,Marketing Executive,Male,41,Bangalore,0,36924,90,90.5,6,Remote,MSc,2025,M109,18370,10
E1095,Akhil,HR,HR Analyst,Female,24,Bangalore,9,82890,68,93.9,12,Remote,MCA,2016,M109,4064,10
E1096,Neha,HR,HR Analyst,Female,27,Bangalore,11,60424,95,99.1,15,Remote,BCom,2020,M106,15507,7
E1097,Varun,Marketing,SEO Analyst,Male,30,Pune,1,47757,55,76.4,8,Remote,MCA,2017,M104,27338,6
E1098,Neha,Marketing,Content Strategist,Male,39,Chennai,12,83656,77,86.1,14,Hybrid,MSc,2019,M101,25650,8
E1099,Rohan,IT,Tester,Female,22,Trivandrum,6,63160,68,80.8,11,Remote,MBA,2016,M108,2988,8
E1100,Sanjay,Sales,Sales Executive,Male,23,Chennai,10,70963,55,83.0,6,Remote,MCA,2018,M101,10984,7
E1101,Aparna,HR,HR Executive,Male,49,Mumbai,14,95177,62,94.3,14,Hybrid,BSc,2022,M103,19343,7
E1102,Aparna,Sales,Sales Analyst,Male,50,Pune,7,64390,61,78.1,12,Office,BCom,2024,M106,7109,8
E1103,Rohan,Sales,Sales Executive,Male,28,Mumbai,1,49834,72,92.0,2,Hybrid,BCom,2024,M101,20427,9
E1104,Sanjay,IT,Tester,Male,37,Hyderabad,7,63159,100,78.6,6,Hybrid,BSc,2019,M101,10905,5
E1105,Arjun,Marketing,Marketing Executive,Male,50,Kochi,0,36368,67,77.0,6,Remote,MCA,2021,M107,2089,9
E1106,Diya,HR,HR Analyst,Female,37,Chennai,1,32683,57,97.4,9,Hybrid,BTech,2022,M109,27291,5
E1107,Kiran,Marketing,Content Strategist,Male,27,Chennai,13,90520,74,88.8,6,Hybrid,BCom,2025,M103,25678,4
E1108,Reshma,Marketing,SEO Analyst,Female,43,Hyderabad,9,65875,67,87.0,3,Hybrid,MBA,2022,M104,6780,8
E1109,Amal,Sales,Business Development Executive,Female,38,Chennai,6,74700,76,83.3,8,Office,MBA,2018,M110,10946,6
E1110,Arjun,Sales,Sales Analyst,Female,37,Pune,12,96302,75,93.2,13,Office,BSc,2019,M108,17921,4
E1111,Anjali,Finance,Finance Executive,Female,24,Pune,15,119508,93,81.9,3,Hybrid,BCom,2018,M102,21342,4
E1112,Diya,Finance,Financial Analyst,Female,22,Trivandrum,9,87588,91,96.4,13,Office,BCom,2021,M108,4278,4
E1113,Anjali,Marketing,Content Strategist,Male,25,Trivandrum,1,36553,55,94.3,8,Office,MBA,2025,M103,2629,9
E1114,Adithya,HR,HR Executive,Male,40,Chennai,12,89695,66,92.7,6,Office,MBA,2020,M105,17563,8
E1115,Kiran,IT,ML Engineer,Female,32,Chennai,0,54135,74,81.7,2,Office,MSc,2019,M110,29420,4
E1116,Arjun,Finance,Accountant,Male,34,Hyderabad,5,57890,96,84.9,2,Remote,MBA,2017,M109,25857,8
E1117,Rohan,IT,Data Analyst,Male,32,Pune,6,69114,74,78.1,14,Office,BSc,2017,M110,19275,10
E1118,Sneha,HR,HR Executive,Female,26,Mumbai,4,46718,76,81.4,1,Remote,MCA,2025,M102,17504,5
E1119,Aparna,IT,Tester,Male,21,Chennai,11,88401,85,91.5,5,Office,BTech,2025,M102,7105,9
E1120,Nikhil,IT,Developer,Male,33,Trivandrum,0,52975,95,77.7,2,Office,BCom,2019,M106,6114,9
E1121,Sanjay,HR,HR Executive,Male,21,Pune,1,32944,61,75.1,15,Office,BSc,2025,M107,4190,8
E1122,Varun,Finance,Finance Executive,Female,26,Bangalore,11,89548,65,90.1,14,Hybrid,MCA,2017,M109,11218,8
E1123,Amal,HR,HR Executive,Female,36,Mumbai,7,65504,69,88.3,15,Remote,BCom,2017,M105,2406,6
E1124,Sanjay,Sales,Sales Analyst,Female,41,Mumbai,11,92312,76,79.9,14,Office,BSc,2020,M104,29117,6
E1125,Meera,Sales,Business Development Executive,Female,22,Kochi,14,96995,67,85.3,9,Hybrid,MBA,2022,M110,9052,10
E1126,Meera,IT,Tester,Female,42,Trivandrum,9,72937,55,84.3,13,Hybrid,MBA,2022,M106,25669,8
E1127,Diya,Operations,Operations Executive,Female,47,Mumbai,11,80613,58,81.9,3,Remote,MCA,2024,M102,7010,7
E1128,Amal,HR,Recruiter,Male,43,Mumbai,0,43866,71,79.5,5,Remote,MBA,2022,M110,11160,9
E1129,Anjali,Sales,Sales Analyst,Male,41,Bangalore,12,71701,57,86.1,13,Remote,BTech,2016,M107,13543,7
E1130,Diya,Operations,Operations Manager,Male,34,Hyderabad,2,40331,94,91.1,4,Remote,BTech,2023,M101,12106,9
E1131,Anjali,IT,Tester,Male,32,Chennai,6,65946,86,88.5,6,Hybrid,MBA,2021,M110,9426,9
E1132,Devika,Operations,Process Analyst,Female,46,Hyderabad,1,44381,59,79.4,15,Remote,BTech,2022,M110,20877,9
E1133,Amal,IT,Tester,Female,23,Pune,6,72647,99,78.0,3,Hybrid,MSc,2019,M108,10555,4
E1134,Neha,IT,Data Analyst,Female,28,Trivandrum,13,87819,86,78.2,12,Hybrid,BSc,2017,M104,22960,10
E1135,Anjali,HR,HR Analyst,Male,29,Kochi,12,92936,65,95.6,14,Remote,MCA,2019,M102,6406,9
E1136,Vishnu,Finance,Financial Analyst,Female,35,Kochi,5,60887,96,88.5,13,Remote,BCom,2023,M110,9629,9
E1137,Adithya,Finance,Finance Executive,Male,23,Bangalore,15,92398,81,92.4,2,Hybrid,BSc,2017,M110,7656,5
E1138,Aparna,IT,Developer,Female,36,Pune,12,94030,100,79.4,3,Remote,BTech,2021,M109,7772,8
E1139,Kiran,HR,HR Executive,Female,32,Hyderabad,7,68161,67,98.4,4,Hybrid,MSc,2021,M102,7179,10
E1140,Diya,Finance,Accountant,Female,50,Chennai,14,99705,85,92.4,9,Remote,MBA,2024,M103,7448,7
E1141,Fathima,Operations,Operations Executive,Female,24,Trivandrum,13,81372,94,95.3,7,Office,BSc,2019,M106,21686,5
E1142,Rahul,Sales,Sales Analyst,Male,48,Pune,3,42058,68,79.4,13,Hybrid,MSc,2022,M102,26282,8
E1143,Vishnu,Operations,Operations Executive,Male,41,Bangalore,5,58597,99,99.4,2,Office,MSc,2019,M101,13234,4
E1144,Meera,Marketing,SEO Analyst,Female,36,Hyderabad,10,72769,72,86.9,9,Office,BSc,2021,M110,24548,5
E1145,Adithya,Sales,Sales Executive,Male,22,Hyderabad,0,29016,83,82.0,2,Hybrid,BSc,2023,M105,25835,6
E1146,Varun,HR,HR Analyst,Female,33,Chennai,7,76691,59,93.4,1,Remote,MSc,2023,M108,5456,8
E1147,Sneha,Finance,Financial Analyst,Male,34,Hyderabad,7,78707,65,99.3,3,Remote,MBA,2018,M110,10964,9
E1148,Neha,Operations,Operations Manager,Female,36,Hyderabad,15,103118,71,82.4,8,Office,BTech,2017,M102,27538,4
E1149,Adithya,Marketing,Marketing Executive,Female,43,Pune,13,93301,64,95.0,12,Remote,MCA,2021,M105,8303,10
E1150,Kiran,Marketing,Marketing Executive,Female,38,Trivandrum,1,49927,63,84.3,11,Hybrid,BSc,2025,M109,13889,9
E1151,Amal,Marketing,Content Strategist,Female,37,Mumbai,13,102575,89,91.8,14,Remote,BTech,2024,M102,4196,8
E1152,Sneha,Operations,Process Analyst,Male,43,Hyderabad,4,49009,86,79.4,6,Hybrid,MBA,2024,M106,25387,8
E1153,Kiran,Sales,Sales Analyst,Female,35,Chennai,1,44769,77,96.0,13,Hybrid,MBA,2020,M101,29319,6
E1154,Amal,Operations,Operations Manager,Male,25,Trivandrum,2,41970,62,86.5,8,Office,BSc,2020,M103,18832,7
E1155,Diya,Finance,Accountant,Female,34,Trivandrum,15,110079,81,79.7,9,Office,BTech,2019,M104,16933,5
E1156,Anjali,HR,HR Executive,Male,40,Chennai,9,83748,70,78.7,7,Hybrid,MBA,2020,M110,4179,10
E1157,Rahul,Sales,Business Development Executive,Male,26,Mumbai,3,54500,94,79.5,10,Hybrid,BCom,2019,M109,7036,7
E1158,Vishnu,IT,Tester,Female,43,Hyderabad,6,61736,58,76.3,8,Hybrid,BCom,2017,M103,29835,7
E1159,Nikhil,Finance,Financial Analyst,Female,26,Mumbai,0,45693,85,95.6,3,Office,BSc,2022,M101,27782,4
E1160,Rohan,HR,HR Executive,Female,42,Mumbai,14,94632,87,85.5,4,Remote,MBA,2021,M107,16472,5
E1161,Reshma,Sales,Sales Analyst,Male,31,Kochi,8,61321,84,95.8,13,Hybrid,BTech,2018,M105,19833,6
E1162,Vishnu,Operations,Operations Executive,Male,30,Mumbai,9,66719,90,78.3,4,Hybrid,MCA,2018,M101,4839,4
E1163,Amal,Marketing,Marketing Executive,Male,40,Kochi,5,62664,90,75.3,8,Hybrid,BCom,2021,M107,2162,10
E1164,Diya,Marketing,Marketing Executive,Male,26,Hyderabad,13,72717,63,87.2,8,Remote,BSc,2017,M110,19258,4
E1165,Akhil,Sales,Business Development Executive,Male,35,Bangalore,3,42567,86,91.6,4,Remote,MSc,2025,M110,4539,9
E1166,Vishnu,IT,Tester,Male,39,Chennai,4,61197,79,98.7,12,Office,MSc,2024,M101,9345,8
E1167,Arjun,Marketing,Marketing Executive,Female,49,Mumbai,14,98833,88,85.1,11,Office,BCom,2016,M101,3633,9
E1168,Fathima,Operations,Operations Executive,Female,30,Bangalore,5,62117,70,85.3,13,Remote,BCom,2023,M108,23797,7
E1169,Sanjay,Finance,Finance Executive,Male,27,Mumbai,9,62717,74,88.6,4,Hybrid,BSc,2021,M108,12983,8
E1170,Adithya,Operations,Process Analyst,Female,46,Kochi,3,57125,56,76.6,14,Remote,BSc,2016,M110,11203,6
E1171,Rohan,Operations,Operations Manager,Male,39,Chennai,6,70373,66,88.1,8,Office,BSc,2020,M105,9239,10
E1172,Sneha,IT,Data Analyst,Female,48,Hyderabad,14,104823,60,94.8,7,Remote,MSc,2018,M102,3898,9
E1173,Fathima,IT,ML Engineer,Male,24,Pune,11,79266,60,99.2,3,Office,BSc,2022,M101,27150,8
E1174,Neha,Sales,Business Development Executive,Male,47,Trivandrum,4,42959,81,92.2,3,Office,BSc,2024,M104,26217,9
E1175,Adithya,Operations,Process Analyst,Female,26,Chennai,4,56940,98,99.7,2,Remote,BSc,2024,M105,18087,5
E1176,Fathima,Operations,Operations Executive,Female,44,Bangalore,2,49937,87,81.0,4,Hybrid,BTech,2018,M102,7433,6
E1177,Varun,IT,Developer,Female,31,Pune,6,76391,69,81.3,1,Office,MCA,2017,M103,11127,7
E1178,Rahul,Operations,Process Analyst,Male,35,Pune,8,68294,69,80.3,3,Office,MSc,2020,M104,18013,7
E1179,Rahul,Marketing,Marketing Executive,Male,38,Chennai,0,30392,87,96.9,11,Remote,MBA,2017,M108,8701,9
E1180,Rahul,Operations,Operations Manager,Female,34,Chennai,3,49031,74,75.5,8,Hybrid,MCA,2021,M107,23141,4
E1181,Nikhil,Finance,Finance Executive,Female,29,Chennai,13,89412,73,96.8,14,Hybrid,MSc,2019,M108,12704,9
E1182,Rohan,IT,Developer,Male,29,Chennai,15,123505,68,93.6,4,Remote,BSc,2023,M102,18232,8
E1183,Fathima,Operations,Operations Executive,Female,37,Pune,5,57149,66,89.6,14,Hybrid,MSc,2020,M105,15615,7
E1184,Adithya,Sales,Sales Analyst,Male,22,Kochi,2,45456,62,87.9,15,Hybrid,BSc,2024,M103,28649,7
E1185,Sanjay,Sales,Business Development Executive,Female,45,Mumbai,5,67763,58,91.9,12,Hybrid,BSc,2018,M106,15803,5
E1186,Sneha,HR,HR Analyst,Female,26,Pune,10,75824,79,75.1,13,Hybrid,MCA,2023,M103,21835,5
E1187,Varun,IT,ML Engineer,Female,34,Chennai,8,86956,99,86.9,1,Office,MSc,2021,M101,19709,4
E1188,Arjun,Operations,Process Analyst,Male,41,Mumbai,7,57365,96,82.3,14,Office,BTech,2023,M105,6912,4
E1189,Akhil,IT,ML Engineer,Male,27,Mumbai,7,73050,65,76.1,11,Office,BCom,2016,M108,10210,7
E1190,Fathima,Sales,Sales Executive,Male,46,Trivandrum,4,55059,82,95.5,8,Office,MBA,2022,M107,5760,10
E1191,Meera,Marketing,SEO Analyst,Male,24,Bangalore,1,38214,91,78.0,12,Office,BTech,2025,M103,21086,4
E1192,Anjali,HR,HR Analyst,Male,33,Bangalore,14,80041,68,90.9,6,Office,BTech,2022,M103,21539,9
E1193,Fathima,Finance,Financial Analyst,Female,22,Kochi,4,49898,95,85.6,3,Remote,BTech,2022,M110,7476,8
E1194,Neha,Operations,Operations Executive,Female,31,Bangalore,0,38064,90,91.8,7,Office,MSc,2021,M110,5259,7
E1195,Amal,HR,HR Analyst,Male,43,Chennai,15,100077,86,84.3,9,Hybrid,BSc,2016,M108,14966,5
E1196,Vishnu,Marketing,Marketing Executive,Male,35,Hyderabad,4,43291,73,75.6,12,Hybrid,BSc,2018,M101,13120,9
E1197,Devika,Sales,Business Development Executive,Male,24,Kochi,7,64954,99,99.3,14,Remote,MBA,2019,M110,11370,9
E1198,Diya,Operations,Operations Manager,Female,26,Chennai,10,97296,69,87.2,10,Office,MCA,2020,M110,10315,8
E1199,Adithya,Finance,Accountant,Male,33,Chennai,6,59171,71,84.6,6,Office,MSc,2024,M101,3932,5
E1200,Sanjay,Sales,Sales Analyst,Female,22,Mumbai,5,51098,75,83.6,12,Office,BSc,2022,M104,11714,4
E1201,Rahul,Marketing,Marketing Executive,Male,22,Chennai,14,99238,90,85.0,1,Remote,BSc,2017,M108,11429,4
E1202,Sneha,HR,HR Executive,Male,25,Hyderabad,2,48540,73,78.3,11,Office,MCA,2021,M106,14021,6
E1203,Devika,Marketing,Marketing Executive,Female,46,Hyderabad,4,45111,60,78.7,3,Hybrid,BSc,2019,M106,9166,10
E1204,Kiran,HR,HR Analyst,Male,45,Chennai,3,52857,71,96.6,14,Remote,MCA,2018,M104,11094,8
E1205,Nikhil,Finance,Accountant,Male,37,Kochi,15,114944,86,81.0,15,Hybrid,MBA,2020,M107,21151,5
E1206,Diya,Operations,Process Analyst,Female,50,Mumbai,12,85894,70,95.5,9,Remote,BCom,2024,M103,14306,5
E1207,Rahul,HR,HR Executive,Female,45,Mumbai,0,37886,55,76.7,13,Office,BSc,2024,M101,22131,6
E1208,Meera,HR,Recruiter,Male,26,Chennai,14,88957,89,88.7,14,Office,MSc,2017,M103,7242,9
E1209,Diya,HR,Recruiter,Female,22,Bangalore,7,68709,80,85.1,15,Remote,BSc,2017,M107,4951,10
E1210,Akhil,Operations,Operations Executive,Male,21,Kochi,7,63331,95,80.5,13,Office,MBA,2020,M103,25864,4
E1211,Diya,Operations,Process Analyst,Female,28,Pune,14,115942,74,92.1,14,Hybrid,BSc,2019,M105,16743,10
E1212,Sneha,Operations,Process Analyst,Female,43,Trivandrum,13,94719,68,97.0,8,Hybrid,MBA,2024,M101,26142,4
E1213,Neha,IT,Developer,Male,44,Bangalore,9,82623,62,75.1,5,Office,MSc,2024,M101,7738,6
E1214,Meera,IT,Tester,Female,35,Chennai,10,86493,67,85.6,6,Remote,MSc,2016,M110,10662,5
E1215,Diya,Sales,Sales Analyst,Male,41,Mumbai,0,40992,97,91.7,1,Remote,BTech,2019,M109,11821,4
E1216,Diya,Sales,Sales Executive,Male,42,Trivandrum,3,43054,82,96.6,3,Remote,MCA,2018,M109,11083,10
E1217,Anjali,IT,Tester,Male,29,Pune,12,110495,65,93.3,6,Office,BSc,2022,M102,22360,10
E1218,Amal,Marketing,Marketing Executive,Female,28,Pune,1,49914,55,97.3,12,Remote,MBA,2024,M101,6213,9
E1219,Diya,HR,Recruiter,Male,25,Pune,4,43368,78,96.0,1,Hybrid,MCA,2018,M109,10578,10
E1220,Rohan,Operations,Operations Executive,Female,46,Hyderabad,0,43828,80,91.9,4,Remote,BSc,2016,M108,13867,5
E1221,Kiran,Marketing,SEO Analyst,Male,22,Mumbai,10,77868,60,85.9,5,Office,BTech,2022,M110,20950,7
E1222,Fathima,IT,ML Engineer,Male,24,Mumbai,13,113106,61,97.0,3,Office,MBA,2023,M101,29606,4
